Gene1,Gene2
GABBR1,GLDC
GABBR1,ZBTB43
GABBR1,TMF1
GABBR1,MLLT1
GABBR1,TTF2
GABBR1,NR2C1
GABBR1,TRRAP
GABBR1,HDLBP
GABBR1,CALU
GABBR1,HIF3A
GABBR1,BNIP3
GABBR1,FOXJ2
GABBR1,AIP
GABBR1,MGST3
GABBR1,TCERG1
GABBR1,RERE
GABBR1,EYA1
GABBR1,PHF14
GABBR1,PRRX2
GABBR1,BRD7
GABBR1,SMARCB1
GABBR1,P4HA2
GABBR1,GLIPR2
GABBR1,L3MBTL2
GABBR1,KRBA1
GABBR1,EP400
GABBR1,TCF7
GABBR1,ALPL
GABBR1,TIMELESS
GABBR1,HMGXB4
GABBR1,ZBTB39
GABBR1,XAB2
GABBR1,STAT5B
GABBR1,PDCD4
GABBR1,MEN1
GABBR1,HIP1
GABBR1,MYO6
GABBR1,PRDM5
GABBR1,SMARCC1
GABBR1,LOXL2
GABBR1,GSR
GABBR1,TPD52
GABBR1,E2F6
GABBR1,LAMA1
GABBR1,GRIN1
GABBR1,ETS1
GABBR1,ZFHX3
GABBR1,COIL
GABBR1,MME
GABBR1,MLXIPL
GABBR1,TAF6
GABBR1,RANBP17
GABBR1,ADAM23
GABBR1,ORC2
GABBR1,CALCOCO1
GABBR1,HMGXB3
GABBR1,SND1
GABBR1,PMM1
GABBR1,APBB1
GABBR1,MAML1
GABBR1,SERTAD2
GABBR1,LRPAP1
GABBR1,RNF157
GABBR1,POLR2J
GABBR1,TOP2A
GABBR1,SSR3
GABBR1,FRRS1
GABBR1,MBD2
GABBR1,POLR3B
GABBR1,ARL6IP5
GABBR1,BTAF1
GABBR1,SRI
GABBR1,POLR2E
GABBR1,KPNA2
GABBR1,PIAS1
GABBR1,MLXIP
GABBR1,ITGA6
GABBR1,FDPS
GABBR1,XRCC6
GABBR1,HOPX
GABBR1,STXBP2
GABBR1,CTBP1
GABBR1,HIF1A
GABBR1,ELK1
GABBR1,PDK1
GABBR1,TNK2
GABBR1,ASS1
GABBR1,GRHL1
GABBR1,HSPH1
GABBR1,UBE2C
GABBR1,NFX1
GABBR1,FHL2
GABBR1,RBFOX2
GABBR1,ASNS
GABBR1,HTT
GABBR1,NCOA3
GABBR1,TADA3
GABBR1,ZFP276
GABBR1,INTS12
GABBR1,KANK3
GABBR1,UBP1
GABBR1,NFE2L1
GABBR1,CNOT8
GABBR1,CBX6
GABBR1,SRRT
GABBR1,GLMP
GABBR1,EPS8
GABBR1,TSPAN9
GABBR1,TRIM24
GABBR1,SUZ12
GABBR1,TMED2
GABBR1,BCAT1
GABBR1,LRRK1
GABBR1,ODC1
GABBR1,SPOCK1
GABBR1,LDLRAP1
GABBR1,CRIP2
GABBR1,CAR2
GABBR1,ZBTB38
GABBR1,RRBP1
GABBR1,MED31
GABBR1,DDB1
GABBR1,PHF20
GABBR1,FOXJ3
GABBR1,FUS
GABBR1,MCM4
GABBR1,RBL1
GABBR1,ASH2L
GABBR1,PLOD2
GABBR1,ARNT2
GABBR1,SMAD2
GABBR1,NRG1
GABBR1,TIMP2
GABBR1,ILF3
GABBR1,PDCD11
GABBR1,FUBP3
GABBR1,NPAS2
GABBR1,JMJD1C
GABBR1,EZH2
GABBR1,SMURF2
GABBR1,GPX3
GABBR1,ELP2
GABBR1,TPM4
GABBR1,CKAP4
GABBR1,MAN1A2
GABBR1,HDAC7
GABBR1,RAD51
GABBR1,FRMD4A
GABBR1,SEC24D
GABBR1,ETV5
GABBR1,PITX2
GABBR1,CENPB
GABBR1,TYRO3
GABBR1,PIAS2
GABBR1,RFX7
GABBR1,NID1
GABBR1,MYH9
GABBR1,DNMT1
GABBR1,PTPN14
GABBR1,GTF3C1
GABBR1,CRY1
GABBR1,FN1
GABBR1,SOS2
GABBR1,CLCN5
GABBR1,CNOT3
GABBR1,WWTR1
GABBR1,KLF8
GABBR1,RBBP4
GABBR1,HSPG2
GABBR1,SMARCAD1
GABBR1,ELF1
GABBR1,MEF2A
GABBR1,RB1
GABBR1,TCF12
GABBR1,GLS
GABBR1,ATM
GABBR1,ASXL1
GABBR1,HDAC11
GABBR1,HSPA5
GABBR1,BRWD1
GABBR1,MTA3
GABBR1,ADAM19
GABBR1,RAI14
GABBR1,TEAD4
GABBR1,CEMIP
GABBR1,POLR1C
GABBR1,KHDRBS1
GABBR1,DAB2
GABBR1,HMCES
GABBR1,P4HB
GABBR1,HSPB1
GABBR1,ZFPM1
GABBR1,PODXL
GABBR1,ZFP768
GABBR1,BMPER
GABBR1,CIC
GABBR1,SATB1
GABBR1,PKNOX2
GABBR1,COL4A2
GABBR1,COL4A1
GABBR1,B2M
GABBR1,CHD4
GABBR1,SMARCD1
GABBR1,SLC6A6
GABBR1,ELF2
GABBR1,E2F2
GABBR1,ZBTB3
GABBR1,PLOD1
GABBR1,KANK2
GABBR1,TEAD3
GABBR1,KEAP1
GABBR1,SFI1
GABBR1,TOP2B
GABBR1,TET2
GABBR1,ATF1
GABBR1,RELA
GABBR1,SMARCA4
GABBR1,2410141K09RIK
GABBR1,ZFAND3
GABBR1,BIN1
GABBR1,HDAC4
GABBR1,DMRT1
GABBR1,GDPD5
GABBR1,DPPA4
GABBR1,NAA15
GABBR1,CALD1
GABBR1,LRP2
GABBR1,ATP13A3
GABBR1,SGK1
GABBR1,NEDD4
GABBR1,MORC4
GABBR1,AMPD2
GABBR1,HS3ST1
GABBR1,ULK1
GABBR1,ZFP148
GABBR1,PHLDB2
GABBR1,TOX3
GABBR1,STARD8
GABBR1,ATF7
GABBR1,APP
GABBR1,PRDM1
GABBR1,THRAP3
GABBR1,ANXA5
GABBR1,RUVBL1
GABBR1,LAMC1
GABBR1,UHRF1
GABBR1,RUNX1
GABBR1,JDP2
GABBR1,ZMYND11
GABBR1,HSP90AA1
GABBR1,TCF4
GABBR1,EED
GABBR1,NRF1
GABBR1,FOXP1
GABBR1,ZFP335
GABBR1,PHF2
GABBR1,RFX2
GABBR1,VEZF1
GABBR1,TEAD1
GABBR1,STAT4
GABBR1,MAPK11
GABBR1,CNOT2
GABBR1,BASP1
GABBR1,POU6F1
GABBR1,NRIP1
GABBR1,ETV6
GABBR1,EBF4
GABBR1,PURA
GABBR1,ZFP592
GABBR1,SRSF1
GABBR1,TLE1
GABBR1,RYBP
GABBR1,AMOTL2
GABBR1,APOBEC3
GABBR1,GLIS2
GABBR1,ESRRA
GABBR1,POLR2B
GABBR1,BRCA1
GABBR1,EP300
GABBR1,POU4F1
GABBR1,COBL
GABBR1,CUX2
GABBR1,LAMA5
GABBR1,ANKS1
GABBR1,POU2F1
GABBR1,ELAVL2
GABBR1,KNTC1
GABBR1,FGFR3
GABBR1,KDELR3
GABBR1,COL27A1
GABBR1,FGF10
GABBR1,AKT1
GABBR1,SNAI1
GABBR1,PFKP
GABBR1,PROX1
GABBR1,STAT5A
GABBR1,MSH6
GABBR1,RBPJ
GABBR1,KAT2B
GABBR1,PEG3
GABBR1,MSX2
GABBR1,SMARCA5
GABBR1,ESRRB
GABBR1,NUP210
GABBR1,ZFP236
GABBR1,NOTCH1
GABBR1,FIZ1
GABBR1,DIDO1
GABBR1,IGFBP2
GABBR1,ZEB1
GABBR1,JAM2
GABBR1,MCM7
GABBR1,ZMYM2
GABBR1,RARA
GABBR1,RBM14
GABBR1,GTF2I
GABBR1,PHC1
GABBR1,KLF6
GABBR1,CHD7
GABBR1,TFEB
GABBR1,CDKN1A
GABBR1,RARG
GABBR1,SLCO3A1
GABBR1,SMAD3
GABBR1,LAMB1
GABBR1,CSF1
GABBR1,SMARCA2
GABBR1,CREB5
GABBR1,TBL1X
GABBR1,EPAS1
GABBR1,WDR45
GABBR1,MKRN1
GABBR1,MKX
GABBR1,ZDHHC15
GABBR1,FBLIM1
GABBR1,AGAP3
GABBR1,LHX2
GABBR1,EGR1
GABBR1,OBSL1
GABBR1,EIF4A2
GABBR1,TWIST1
GABBR1,ITPK1
GABBR1,CRAMP1L
GABBR1,KAT6B
GABBR1,PARVB
GABBR1,KLF3
GABBR1,GNAS
GABBR1,BCAM
GABBR1,DNMT3A
GABBR1,EFEMP2
GABBR1,RBPMS2
GABBR1,MEF2C
GABBR1,ZEB2
GABBR1,BTBD11
GABBR1,ZFP296
GABBR1,KLF15
GABBR1,SATB2
GABBR1,CNOT6L
GABBR1,PBXIP1
GABBR1,BARX1
GABBR1,TCF7L2
GABBR1,HDGF
GABBR1,SFPQ
GABBR1,KDM5B
GABBR1,CITED2
GABBR1,ZBTB10
GABBR1,MEF2D
GABBR1,PHF12
GABBR1,NCOR1
GABBR1,PTH1R
GABBR1,GRB10
GABBR1,FOXO1
GABBR1,EBF1
GABBR1,TUBB2B
GABBR1,EPHA2
GABBR1,BMP6
GABBR1,EWSR1
GABBR1,TGFB1
GABBR1,ETV4
GABBR1,RCOR2
GABBR1,TENM4
GABBR1,CUX1
GABBR1,VEGFA
GABBR1,TFAP4
GABBR1,BCL3
GABBR1,TFE3
GABBR1,NOTUM
GABBR1,TSHZ3
GABBR1,AIRE
GABBR1,HNRNPK
GABBR1,TRPS1
GABBR1,PCBD1
GABBR1,REST
GABBR1,SRSF3
GABBR1,TCF20
GABBR1,POLR2A
GABBR1,GATA4
GABBR1,VILL
GABBR1,FOSL2
GABBR1,BMI1
GABBR1,HIST1H2BK
GABBR1,GLI2
GABBR1,VIM
GABBR1,NFATC1
GABBR1,HCFC1
GABBR1,HIST1H1D
GABBR1,DTX1
GABBR1,TBX18
GABBR1,GBX2
GABBR1,CALCOCO2
GABBR1,PITX1
GABBR1,PDGFRA
GABBR1,NFIB
GABBR1,CBX7
GABBR1,SOCS2
GABBR1,HMGA2
GABBR1,HIVEP2
GABBR1,ZFP423
GABBR1,SALL4
GABBR1,RCC2
GABBR1,KLF13
GABBR1,RASGRP2
GABBR1,EPHA4
GABBR1,ETV1
GABBR1,ERF
GABBR1,GSTA4
GABBR1,MEIS1
GABBR1,KLF9
GABBR1,PATZ1
GABBR1,HSF2BP
GABBR1,HES1
GABBR1,NANOG
GABBR1,LAMB2
GABBR1,POU5F1
GABBR1,ZBTB7A
GABBR1,ELF3
GABBR1,EDA2R
GABBR1,DDX58
GABBR1,OVOL1
GABBR1,NR2F2
GABBR1,UBTF
GABBR1,SIN3A
GABBR1,ING1
GABBR1,SPARC
GABBR1,NR5A2
GABBR1,MYD88
GABBR1,TET1
GABBR1,GTF2A1L
GABBR1,NFIA
GABBR1,GATA6
GABBR1,PAX8
GABBR1,MAML3
GABBR1,DPPA2
GABBR1,FOXO3
GABBR1,IFITM1
GABBR1,TFAP2C
GABBR1,KLF4
GABBR1,JARID2
GABBR1,ZFP36L1
GABBR1,CMKLR1
GABBR1,IRF4
GABBR1,MYCN
GABBR1,TINAGL1
GABBR1,ARID1A
GABBR1,PAX6
GABBR1,SMAD7
GABBR1,FOXH1
GABBR1,OPLAH
GABBR1,LY6G6E
GABBR1,PRDM14
GABBR1,GATA3
GABBR1,NSD1
GABBR1,CRABP2
GABBR1,ZFP462
GABBR1,HNF1B
GABBR1,AU018091
GABBR1,SRGN
GABBR1,ARID5B
GABBR1,BMP4
GABBR1,HKDC1
GATA4,SRSF1
GATA4,TOP2A
GATA4,MED31
GATA4,FUBP3
GATA4,UBE2C
GATA4,ARID1A
GATA4,ESPL1
GATA4,SFI1
GATA4,XRCC6
GATA4,RAD51
GATA4,ILF3
GATA4,KPNA2
GATA4,RUNX1
GATA4,SMARCA5
GATA4,HIST1H2BK
GATA4,POLR2E
GATA4,BRCA1
GATA4,MEF2D
GATA4,HDLBP
GATA4,EZH2
GATA4,SERTAD2
GATA4,CNOT8
GATA4,PODXL
GATA4,CALU
GATA4,PIAS1
GATA4,XAB2
GATA4,POLR3F
GATA4,RAD54B
GATA4,FOXJ3
GATA4,AATF
GATA4,CCNB1
GATA4,INTS12
GATA4,TEAD1
GATA4,HSPA5
GATA4,TFRC
GATA4,EP400
GATA4,GRIN1
GATA4,POLR2B
GATA4,NFX1
GATA4,CALD1
GATA4,SUZ12
GATA4,TRIM24
GATA4,NFE2L1
GATA4,PHF20
GATA4,CNOT6L
GATA4,ATF7
GATA4,SRSF3
GATA4,MYO6
GATA4,CDC42SE2
GATA4,SLC6A6
GATA4,PMS1
GATA4,MARC2
GATA4,TNK2
GATA4,ELAVL2
GATA4,PMM1
GATA4,ZFP398
GATA4,TRP53BP1
GATA4,MME
GATA4,AMOTL2
GATA4,ORC2
GATA4,NOTCH2
GATA4,ZFP148
GATA4,RNF14
GATA4,APBB1
GATA4,TSG101
GATA4,P4HB
GATA4,GLS
GATA4,HTT
GATA4,PHF12
GATA4,POU2F1
GATA4,RANBP17
GATA4,CREB3L2
GATA4,NRG1
GATA4,TLE1
GATA4,APP
GATA4,ESRRA
GATA4,PHC1
GATA4,HIF3A
GATA4,ETV4
GATA4,KLF13
GATA4,NCOA3
GATA4,ZEB1
GATA4,LAMA1
GATA4,ASXL1
GATA4,PRDM5
GATA4,KLF9
GATA4,ELP2
GATA4,ASNS
GATA4,RNF157
GATA4,HDAC11
GATA4,ZFHX3
GATA4,PDGFRA
GATA4,NCOR1
GATA4,ELF2
GATA4,TPD52
GATA4,NOTUM
GATA4,2410141K09RIK
GATA4,HSPH1
GATA4,MYH9
GATA4,MKRN1
GATA4,HS3ST1
GATA4,GSR
GATA4,GBX2
GATA4,TPM4
GATA4,NPAS2
GATA4,IGFBP2
GATA4,PFKP
GATA4,LRRK1
GATA4,TIMP2
GATA4,GLDC
GATA4,CUX1
GATA4,ZFP592
GATA4,LRP2
GATA4,TWIST1
GATA4,SLCO3A1
GATA4,HMGA2
GATA4,LAMA5
GATA4,BMP6
GATA4,COL27A1
GLI2,SFI1
GLI2,FOXJ3
GTF3C1,HSP90AA1
GTF3C1,EWSR1
GTF3C1,FUS
GTF3C1,COTL1
GTF3C1,SFI1
GTF3C1,ZFAND3
GTF3C1,VEZF1
GTF3C1,SMARCA5
GTF3C1,TFRC
GTF3C1,HMGXB4
GTF3C1,CRY1
GTF3C1,DNMT1
GTF3C1,ASNS
GTF3C1,ASXL1
GTF3C1,GSR
GTF3C1,RNF14
GTF3C1,KPNA2
GTF3C1,EED
GTF3C1,ZFHX3
GTF3C1,ODC1
GTF3C1,SMARCC1
GTF3C1,PCBP2
GTF3C1,EP400
GTF3C1,TADA3
GTF3C1,ILF3
GTF3C1,ING1
GTF3C1,FUBP3
GTF3C1,NFE2L1
GTF3C1,RANBP17
GTF3C1,FXR2
GTF3C1,PDK1
GTF3C1,BRD7
GTF3C1,SIN3B
GTF3C1,MAML1
GTF3C1,SRRT
GTF3C1,BTAF1
GTF3C1,PHC1
GTF3C1,PHF20
GTF3C1,ITPK1
GTF3C1,MLLT1
GTF3C1,SMARCAD1
GTF3C1,RFX2
GTF3C1,SMARCB1
GTF3C1,ZFP335
GTF3C1,HSPA5
GTF3C1,HIST1H2BK
GTF3C1,MKRN1
GTF3C1,MCM7
GTF3C1,ELF1
GTF3C1,POLR1B
GTF3C1,TMF1
GTF3C1,FOXJ3
GTF3C1,ESRRA
GTF3C1,SUZ12
GTF3C1,CRIP2
GTF3C1,TIMELESS
GTF3C1,RBL1
GTF3C1,SMURF2
GTF3C1,ASH2L
GTF3C1,NFX1
GTF3C1,SMARCD1
GTF3C1,RBFOX2
GTF3C1,ATP13A3
GTF3C1,ATF1
GTF3C1,POLR2A
GTF3C1,GNPDA1
GTF3C1,ANKRD54
GTF3C1,TULP3
GTF3C1,REST
GTF3C1,COBL
GTF3C1,KLF3
GTF3C1,ZFP276
GTF3C1,CTNNBIP1
GTF3C1,HDAC5
GTF3C1,TSPAN9
GTF3C1,HMGXB3
GTF3C1,ZHX3
GTF3C1,YEATS2
GTF3C1,GRIN1
GTF3C1,NCOA3
GTF3C1,SOCS2
GTF3C1,ORC2
GTF3C1,MSH6
GTF3C1,CTBP1
GTF3C1,DIDO1
GTF3C1,KLF9
GTF3C1,HDGF
GTF3C1,NRF1
GTF3C1,RBBP4
GTF3C1,POLR2E
GTF3C1,HMCES
GTF3C1,TPM4
GTF3C1,PURA
GTF3C1,TRP53BP1
GTF3C1,KEAP1
GTF3C1,FBLIM1
GTF3C1,BARD1
GTF3C1,P4HB
GTF3C1,TSG101
GTF3C1,GLIPR2
GTF3C1,THRAP3
GTF3C1,RYBP
GTF3C1,SRSF3
GTF3C1,EZH1
GTF3C1,ITGA6
GTF3C1,TET2
GTF3C1,TAF5
GTF3C1,RBM14
GTF3C1,HIF1A
GTF3C1,SMARCA4
GTF3C1,NEDD4
GTF3C1,HDLBP
GTF3C1,HNRNPK
GTF3C1,FOXJ2
GTF3C1,KHDRBS1
GTF3C1,CBX7
GTF3C1,MCM3
GTF3C1,MBD2
GTF3C1,POLR1C
GTF3C1,TRIM24
GTF3C1,PDCD4
GTF3C1,EP300
GTF3C1,SIN3A
GTF3C1,CDC42SE2
GTF3C1,ULK1
GTF3C1,BRWD1
GTF3C1,SRSF1
GTF3C1,SHROOM3
GTF3C1,SERTAD2
GTF3C1,PIAS1
GTF3C1,RAD51
GTF3C1,MLXIP
GTF3C1,ZFP398
GTF3C1,UBE2C
GTF3C1,PMM1
GTF3C1,ZBTB38
GTF3C1,ATF7
GTF3C1,TEAD1
GTF3C1,TCF12
GTF3C1,TRRAP
GTF3C1,UHRF1
GTF3C1,RFX7
GTF3C1,PIAS2
GTF3C1,ETV6
GTF3C1,ETV5
GTF3C1,NCOR1
GTF3C1,ZBTB10
GTF3C1,ESPL1
GTF3C1,HES1
GTF3C1,NOTCH2
GTF3C1,CIC
GTF3C1,ALPL
GTF3C1,RBPJ
GTF3C1,GLIS2
GTF3C1,HIST1H1D
GTF3C1,EPHA2
GTF3C1,CUX2
GTF3C1,ANKS1
GTF3C1,RAD54B
GTF3C1,FOXP1
GTF3C1,DDB1
GTF3C1,SFPQ
GTF3C1,AMOTL2
GTF3C1,SMAD2
GTF3C1,ERF
GTF3C1,ADAM23
GTF3C1,AATF
GTF3C1,PHF12
GTF3C1,GTF2I
GTF3C1,CNOT3
GTF3C1,E2F2
GTF3C1,EIF4A2
GTF3C1,CBX6
GTF3C1,XRCC6
GTF3C1,MCM4
GTF3C1,TCF7
GTF3C1,UBP1
GTF3C1,SMURF1
GTF3C1,INTS12
GTF3C1,NUP210
GTF3C1,TMED2
GTF3C1,PREB
GTF3C1,TOP2B
GTF3C1,LAMC1
GTF3C1,TOP2A
GTF3C1,PRDM5
GTF3C1,MAFK
GTF3C1,ZFP592
GTF3C1,TCERG1
GTF3C1,RARA
GTF3C1,P4HA1
GTF3C1,GABBR1
GTF3C1,CKAP4
GTF3C1,TPD52
GTF3C1,ELAVL2
GTF3C1,PITX1
GTF3C1,ZFP148
GTF3C1,RELA
GTF3C1,RNF157
GTF3C1,PATZ1
GTF3C1,PMS1
GTF3C1,POU2F1
GTF3C1,RRBP1
GTF3C1,JMJD1C
GTF3C1,RERE
GTF3C1,RB1
GTF3C1,POLR2J
GTF3C1,MEF2A
GTF3C1,EZH2
GTF3C1,IGFBP2
GTF3C1,PTPN14
GTF3C1,AIP
GTF3C1,SLC6A6
GTF3C1,NOTCH1
GTF3C1,MAPK8
GTF3C1,ARHGAP29
GTF3C1,ZFP768
GTF3C1,GLS
GTF3C1,COIL
GTF3C1,TNK2
GTF3C1,MAPK11
GTF3C1,RARG
GTF3C1,CNOT2
GTF3C1,HSF2
GTF3C1,FN1
GTF3C1,PHF14
GTF3C1,EGR1
GTF3C1,CST3
GTF3C1,MYH9
GTF3C1,RCOR2
GTF3C1,FOSL2
GTF3C1,ZBTB39
GTF3C1,NR2C1
GTF3C1,HDAC4
GTF3C1,JARID2
GTF3C1,NAA15
GTF3C1,CAR2
GTF3C1,JDP2
GTF3C1,POLR2B
GTF3C1,CUX1
GTF3C1,RCC2
GTF3C1,MEF2D
GTF3C1,HIF3A
GTF3C1,FIZ1
GTF3C1,TYRO3
GTF3C1,LAMA1
GTF3C1,MME
GTF3C1,ME1
GTF3C1,HSPB1
GTF3C1,CHD4
GTF3C1,RBPMS2
GTF3C1,KAT2B
GTF3C1,GLDC
GTF3C1,MARC2
GTF3C1,KLF4
GTF3C1,HSPG2
GTF3C1,POLR3F
GTF3C1,ETV4
GTF3C1,CNOT8
GTF3C1,ELP2
GTF3C1,TEAD4
GTF3C1,TCF4
GTF3C1,KANK2
GTF3C1,ZBTB43
GTF3C1,SATB1
GTF3C1,SSR3
GTF3C1,HSPH1
GTF3C1,SEC24D
GTF3C1,NFIB
GTF3C1,ZMYM2
GTF3C1,PDCD11
GTF3C1,ANKRD6
GTF3C1,SND1
GTF3C1,ARID1A
GTF3C1,KDM5B
GTF3C1,HTT
GTF3C1,KLF6
GTF3C1,LOXL2
GTF3C1,GRHL1
GTF3C1,TFEB
GTF3C1,TRPS1
GTF3C1,RAI14
GTF3C1,TFAP4
GTF3C1,MYO6
GTF3C1,PHF2
GTF3C1,LAMA5
GTF3C1,MTA3
GTF3C1,MAN1A2
GTF3C1,BNIP3
GTF3C1,SCMH1
GTF3C1,ELF2
GTF3C1,TRIM13
GTF3C1,KLF15
GTF3C1,ARNT2
GTF3C1,STAT5B
GTF3C1,BCAT1
GTF3C1,BMI1
GTF3C1,CALU
GTF3C1,KAT6B
GTF3C1,CREB3L2
GTF3C1,NFXL1
GTF3C1,ZFP36L1
GTF3C1,BCAM
GTF3C1,NRIP1
GTF3C1,RASGRP2
GTF3C1,KNTC1
GTF3C1,CCNB1
GTF3C1,TEAD3
GTF3C1,GBX2
GTF3C1,DNMT3A
GTF3C1,CITED2
GTF3C1,PDIA6
GTF3C1,ASS1
GTF3C1,WWTR1
GTF3C1,SERPINE2
GTF3C1,HDAC11
GTF3C1,PHLDB2
GTF3C1,AGAP3
GTF3C1,PARVB
GTF3C1,LRPAP1
GTF3C1,APP
GTF3C1,AMPD2
GTF3C1,PLOD2
GTF3C1,BASP1
GTF3C1,SALL4
GTF3C1,LDLRAP1
GTF3C1,PKNOX2
GTF3C1,ZFP423
GTF3C1,KLF13
GTF3C1,MED15
GTF3C1,CRAMP1L
GTF3C1,ZFPM1
GTF3C1,GNAS
GTF3C1,EPAS1
GTF3C1,KRBA1
GTF3C1,NRG1
GTF3C1,TIMP2
GTF3C1,KDELR3
GTF3C1,PODXL
GTF3C1,ADAM19
GTF3C1,SGK1
GTF3C1,TAF6L
GTF3C1,SMAD7
GTF3C1,NOTUM
GTF3C1,FOXO1
GTF3C1,CHD7
GTF3C1,APBB1
GTF3C1,E2F6
GTF3C1,TFE3
GTF3C1,ZMYND11
GTF3C1,UBTF
GTF3C1,MEN1
GTF3C1,AKT1
GTF3C1,ELK1
GTF3C1,TGFB1
GTF3C1,TBL1X
GTF3C1,MED31
GTF3C1,FGFR3
GTF3C1,ATM
GTF3C1,GLI2
GTF3C1,EFEMP2
GTF3C1,TLE1
GTF3C1,POU6F1
GTF3C1,SNAI1
GTF3C1,EBF4
GTF3C1,P4HA2
GTF3C1,MITF
GTF3C1,STAT5A
GTF3C1,MYCN
GTF3C1,CNOT6L
GTF3C1,DMRT1
GTF3C1,GAS6
GTF3C1,PRRX2
GTF3C1,BCL3
GTF3C1,COL4A2
GTF3C1,COL4A1
GTF3C1,TOX3
GTF3C1,TET1
GTF3C1,VEGFA
GTF3C1,POU4F1
GTF3C1,ZFP236
GTF3C1,HDAC7
GTF3C1,MLXIPL
GTF3C1,PRDM1
GTF3C1,HS3ST1
GTF3C1,MGST3
GTF3C1,LHX2
GTF3C1,FHL2
GTF3C1,CENPB
GTF3C1,EPS8
GTF3C1,ZEB2
GTF3C1,JAM2
GTF3C1,ATP6V0A1
GTF3C1,TAF6
GTF3C1,PITX2
GTF3C1,HIP1
GTF3C1,TSHZ3
GTF3C1,TCF20
GTF3C1,MEIS1
GTF3C1,STXBP2
GTF3C1,SRI
GTF3C1,GRB10
GTF3C1,GDPD5
GTF3C1,SMAD3
GTF3C1,SOS2
GTF3C1,PTH1R
GTF3C1,ZFP296
GTF3C1,RUVBL1
GTF3C1,LRRK1
GTF3C1,CLCN5
GTF3C1,FRMD4A
GTF3C1,BIN1
GTF3C1,L3MBTL2
GTF3C1,ETS1
GTF3C1,NID1
GTF3C1,LRP2
GTF3C1,ZFP462
GTF3C1,CEMIP
GTF3C1,NSD1
GTF3C1,PROX1
GTF3C1,HIVEP2
GTF3C1,FGF10
GTF3C1,EYA1
GTF3C1,OBSL1
GTF3C1,CREB5
GTF3C1,FOXO3
GTF3C1,BTBD11
GTF3C1,NPAS2
GTF3C1,RUNX1
GTF3C1,OVOL1
GTF3C1,TWIST1
GTF3C1,PFKP
GTF3C1,CDKN1A
GTF3C1,BMPER
GTF3C1,TCF7L2
GTF3C1,HOPX
GTF3C1,BARX1
GTF3C1,SLCO3A1
GTF3C1,ZBTB7A
GTF3C1,MSX2
GTF3C1,TBX18
GTF3C1,ZEB1
GTF3C1,CSF1
GTF3C1,COL27A1
GTF3C1,ZDHHC15
GTF3C1,TUBB2B
GTF3C1,MORC4
GTF3C1,PCBD1
GTF3C1,TENM4
GTF3C1,NFATC1
GTF3C1,SPOCK1
GTF3C1,TFAP2C
GTF3C1,ANXA5
GTF3C1,TINAGL1
GTF3C1,HMGA2
GTF3C1,POLR3B
GTF3C1,LAMB2
GTF3C1,CMKLR1
GTF3C1,2410141K09RIK
GTF3C1,XAB2
GTF3C1,XRCC5
GTF3C1,POU5F1
GTF3C1,VIM
GTF3C1,PLOD1
GTF3C1,BRCA1
GTF3C1,PAX6
GTF3C1,ARL6IP5
GTF3C1,PEG3
GTF3C1,CALCOCO1
GTF3C1,NR2F2
GTF3C1,SLC26A10
GTF3C1,PDGFRA
HCFC1,POLR1B
HCFC1,ESPL1
HCFC1,MITF
HCFC1,CALCOCO1
HCFC1,NCOA3
HCFC1,FDPS
HCFC1,GTF2H4
HCFC1,XAB2
HCFC1,TFEB
HCFC1,L3MBTL2
HCFC1,NFXL1
HCFC1,MEN1
HCFC1,MCM3
HCFC1,CTNNBL1
HCFC1,JARID2
HCFC1,RAD51
HCFC1,TAF6
HCFC1,SSR3
HCFC1,TFAP4
HCFC1,GTF2I
HCFC1,THRAP3
HCFC1,POLR3F
HCFC1,NFX1
HCFC1,POLR3B
HCFC1,CIC
HCFC1,ZFP768
HCFC1,POLR2J
HCFC1,ASXL1
HCFC1,INTS12
HCFC1,POLR2E
HCFC1,TMED2
HCFC1,HSPH1
HCFC1,ZBTB7A
HCFC1,RUVBL1
HCFC1,HSPA5
HCFC1,EP400
HCFC1,MGST3
HCFC1,MED15
HCFC1,ZFP276
HCFC1,PREB
HCFC1,CNOT2
HCFC1,HMGXB4
HCFC1,FUBP3
HCFC1,SMARCD1
HCFC1,KRBA1
HCFC1,DIDO1
HCFC1,AIP
HCFC1,ZFP148
HCFC1,TCF4
HCFC1,ELP2
HCFC1,BRCA1
HCFC1,HDLBP
HCFC1,NAA15
HCFC1,HTT
HCFC1,PHF14
HCFC1,PHF12
HCFC1,ZBTB43
HCFC1,XRCC5
HCFC1,HMGXB3
HCFC1,PCBP2
HCFC1,MED31
HCFC1,SND1
HCFC1,TAF5
HCFC1,FIZ1
HCFC1,SMARCAD1
HCFC1,POLR1C
HCFC1,ATP6V0A1
HCFC1,DDB1
HCFC1,HDGF
HCFC1,WDR45
HCFC1,PDCD11
HCFC1,SRRT
HCFC1,ORC2
HCFC1,ZFP335
HCFC1,TMF1
HCFC1,COIL
HCFC1,TSG101
HCFC1,NFE2L1
HCFC1,KNTC1
HCFC1,EIF4A2
HCFC1,GTF3C1
HCFC1,CNOT8
HCFC1,UBP1
HCFC1,BTAF1
HCFC1,RBBP4
HCFC1,TADA3
HCFC1,KPNA2
HCFC1,POLR2B
HCFC1,POLR2A
HCFC1,DNMT1
HCFC1,ZFP398
HCFC1,MCM4
